Date,Time_Hour,Month,Area Name,Road/Intersection Name,Event,Spectator_Count,Traffic Volume,Average Speed,Travel Time Index,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Congestion Level,Road_DNA_Score,Reroute_Reason
2025-04-08,22,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,30955,96381,8.9,4.33,100.91,1,155.67,83.01,85.01,88.83,1576,Heavy Rain,No,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,955 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-04-25,22,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,31231,105699,10.01,3.32,114.61,0,165.86,67.76,72.96,99.93,2753,Thunderstorm,No,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,231 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-10,20,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,28896,87067,9.14,4.35,101.44,0,189.93,72.4,86.33,99.05,3422,Heavy Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 28,896 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-05-26,20,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,30097,64061,21.68,1.79,88.61,3,131.69,82.58,70.74,85.62,1387,Thunderstorm,No,Medium,58,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,097 spectators). Heavy crowd movement on Kasturba Road during peak match hours (20:00). Road DNA: 58. Reroute via Richmond Road flyover."
2025-04-03,20,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,28402,82554,20.43,2.37,77.62,4,140.9,75.46,82.73,91.12,1279,Thunderstorm,Yes,Medium,75,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 28,402 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 75. Reroute via Richmond Road flyover."
2025-05-06,23,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,30656,89056,13.36,3.81,101.04,0,181.28,77.64,86.42,88.7,1595,Heavy Rain,No,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 30,656 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-04-11,18,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,33821,124169,8.75,3.52,108.92,0,158.85,81.27,88.66,91.76,2475,Clear,Yes,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 33,821 spectators). Heavy crowd movement on Kasturba Road during peak match hours (18:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-03-09,17,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,32033,119615,6.95,3.5,108.58,1,125.61,73.14,73.87,89.39,3093,Heavy Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 32,033 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (17:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-03-22,20,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,32046,108122,12.61,4.17,114.25,4,158.8,68.37,70.54,90.29,2445,Heavy Rain,Yes,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 32,046 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-08,22,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs GT,30399,113623,12.33,3.86,109.72,4,173.99,67.61,86.53,98.25,2053,Heavy Rain,No,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 30,399 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-05-15,22,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,30609,127505,7.41,2.92,103.57,4,181.78,85.16,72.14,93.76,2747,Clear,Yes,High,84,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 30,609 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-05-21,16,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,32363,91134,12.68,4.34,99.09,3,186.35,82.52,84.15,95.13,2037,Heavy Rain,Yes,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,363 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-04-11,23,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,32628,96303,8.93,4.32,108.38,3,131.36,72.3,84.71,97.48,2047,Heavy Rain,No,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,628 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-19,19,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,34383,129329,13.51,3.6,111.27,2,163.45,88.26,83.24,95.9,3123,Heavy Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,383 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-20,21,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,31163,77176,24.69,1.93,80.61,3,161.34,79.44,80.48,96.11,1184,Thunderstorm,Yes,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,163 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-05-27,16,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,29819,121355,8.99,2.9,97.51,0,131.4,64.22,84.98,99.79,1261,Heavy Rain,Yes,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,819 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-05,20,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,30894,118341,8.02,3.29,113.53,4,150.26,70.46,79.95,97.29,1528,Light Rain,Yes,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,894 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-04-03,23,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs GT,30865,96571,11.86,3.64,103.14,3,151.96,69.41,83.43,98.36,2417,Heavy Rain,Yes,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 30,865 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-03-09,21,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,32927,113874,13.35,2.51,108.49,0,178.67,62.72,88.56,95.36,996,Heavy Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,927 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-03-14,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,33087,127582,10.1,2.7,98.0,2,154.69,85.0,73.71,95.24,2730,Light Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,087 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-26,19,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,28154,98404,10.03,3.19,106.24,4,155.98,67.89,88.64,95.95,1199,Light Rain,Yes,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,154 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-05-22,23,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs MI,29583,90396,8.34,2.52,100.45,1,143.49,87.29,70.35,89.36,1737,Clear,No,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 29,583 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-03-06,18,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,31363,90988,13.49,2.98,111.08,2,142.07,61.17,79.2,99.54,960,Clear,No,High,88,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,363 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-07,20,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,32770,73010,20.9,2.2,79.74,0,189.32,82.97,81.24,98.47,2928,Clear,Yes,Medium,64,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,770 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 64. Reroute via Richmond Road flyover."
2025-03-19,23,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,30531,87483,12.66,4.08,99.36,1,157.77,77.93,87.37,94.27,2608,Light Rain,No,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 30,531 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-03-25,21,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,28149,78459,17.08,1.71,76.04,4,168.37,66.69,76.83,88.78,3462,Clear,No,Medium,75,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,149 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 75. Reroute via Richmond Road flyover."
2025-05-26,16,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,34925,64641,17.48,2.33,85.68,0,184.44,64.02,88.64,94.28,1482,Clear,Yes,Medium,73,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,925 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 73. Reroute via Richmond Road flyover."
2025-03-05,16,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,34855,64741,22.77,1.92,71.28,0,137.35,64.78,85.85,91.76,3164,Clear,No,Medium,60,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 34,855 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 60. Reroute via Richmond Road flyover."
2025-05-19,16,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,32425,105134,10.46,2.71,106.18,4,160.52,80.78,73.32,86.51,1815,Heavy Rain,Yes,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,425 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-25,23,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,28070,106098,13.87,4.17,114.1,4,141.63,71.51,89.15,92.41,3336,Heavy Rain,No,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 28,070 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-26,19,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,28472,115005,7.22,3.36,107.75,1,168.94,87.4,71.81,91.95,2330,Light Rain,Yes,Severe,90,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,472 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-04-20,16,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,31596,120180,7.84,2.83,110.17,3,179.04,69.15,79.48,97.97,1884,Light Rain,Yes,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,596 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-05-28,17,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,33848,114202,7.09,3.33,113.82,4,158.52,70.72,78.38,94.81,2376,Clear,No,High,85,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 33,848 spectators). Heavy crowd movement on Richmond Road during peak match hours (17:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-11,23,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,33364,98634,10.91,2.81,112.0,3,142.63,86.98,78.59,98.88,1068,Clear,No,High,84,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,364 spectators). Heavy crowd movement on Kasturba Road during peak match hours (23:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-01,22,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs GT,29703,99314,11.46,3.95,110.25,1,142.14,72.63,79.18,86.94,3221,Clear,Yes,High,83,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 29,703 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-16,23,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,31080,103113,8.72,2.55,102.23,2,158.59,88.62,81.96,93.22,2799,Heavy Rain,No,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,080 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-04-04,21,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs KKR,33104,120785,6.91,4.48,105.65,2,163.11,76.78,82.86,99.05,1004,Heavy Rain,Yes,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 33,104 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-04,18,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,31705,124505,13.04,2.55,110.81,1,187.38,66.36,86.08,98.75,1003,Clear,Yes,High,91,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,705 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-16,23,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,29071,93554,13.83,3.16,108.23,0,134.05,82.69,75.45,91.81,2575,Thunderstorm,Yes,High,78,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,071 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-04-22,19,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,31254,114779,12.85,3.9,105.9,4,145.13,73.85,84.22,94.89,2458,Light Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,254 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-05-15,18,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs DC,32794,99358,12.9,4.21,106.04,1,140.48,65.33,77.54,99.01,1832,Clear,No,High,84,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,794 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-04-11,17,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,34866,120231,8.86,4.47,113.18,1,133.27,89.89,79.2,89.84,3000,Clear,Yes,High,93,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 34,866 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-05-17,17,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,29222,107946,12.17,2.67,102.68,1,140.92,88.12,74.86,88.37,3445,Light Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,222 spectators). Heavy crowd movement on Richmond Road during peak match hours (17:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-04-26,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,32882,78683,16.0,1.66,78.15,0,158.28,66.29,82.22,91.46,3315,Thunderstorm,No,Medium,72,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,882 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 72. Reroute via Richmond Road flyover."
2025-03-02,22,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,33337,113013,12.42,3.43,95.63,1,141.04,66.08,78.1,86.88,1028,Light Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,337 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-03,16,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,30192,60951,23.56,2.4,82.63,1,175.16,64.88,82.3,87.83,2389,Clear,Yes,Medium,62,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,192 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 62. Reroute via Richmond Road flyover."
2025-05-17,22,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs SRH,32711,111751,10.04,3.34,108.29,4,123.33,72.23,85.46,91.34,2806,Heavy Rain,Yes,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,711 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-03-24,20,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,28711,60764,22.31,1.97,88.0,2,147.61,74.53,80.49,90.11,2548,Clear,Yes,Medium,56,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 28,711 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 56. Reroute via Richmond Road flyover."
2025-03-16,23,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,33565,89394,12.67,3.3,97.46,4,188.29,61.01,82.17,99.28,1119,Light Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,565 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-28,23,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,31470,96844,9.88,2.61,92.31,0,145.14,67.32,70.0,91.18,898,Clear,No,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,470 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-04-14,19,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs KKR,31363,115913,12.94,3.96,104.0,0,173.68,76.8,80.71,92.11,3413,Light Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 31,363 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-11,19,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,30108,88649,10.82,2.67,105.09,2,188.43,64.89,79.49,89.41,1534,Thunderstorm,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,108 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-19,22,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,32601,102068,8.79,3.27,101.91,4,151.74,80.28,77.42,85.27,1633,Clear,No,High,79,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,601 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-05-01,20,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,30678,62170,21.14,2.26,82.22,0,130.81,64.34,78.52,91.68,1892,Thunderstorm,No,Medium,67,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,678 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 67. Reroute via Richmond Road flyover."
2025-04-27,17,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,33634,123079,7.15,3.92,104.63,3,178.82,81.51,84.45,91.42,3336,Light Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,634 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-01,19,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,33849,104360,12.07,4.49,103.43,1,157.42,87.62,85.71,86.8,2057,Clear,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,849 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-13,16,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,31208,92002,13.01,2.96,107.26,3,129.52,66.74,83.36,92.29,1968,Heavy Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,208 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 95. Reroute via Richmond Road flyover."
